review_text,review_id,cleaned_review,sentiment_score,sentiment_label
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3693,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
The height is just right for cleaning and painting tasks,3694,height right cleaning painting tasks,0.0,neutral
"Good product, works as expected",3695,good product works expected,0.4404,positive
The quality is excellent; I feel safe using it,3696,quality excellent feel safe using,0.765,positive
good,3697,good,0.4404,positive
"Some scratches were present upon delivery, but it's functional",3698,scratches present upon delivery functional,0.0,neutral
"Some scratches were present upon delivery, but it's functional",3699,scratches present upon delivery functional,0.0,neutral
This ladder is compact and easy to carry around,3700,ladder compact easy carry around,0.4404,positive
"A bit heavy to handle, but overall it does the job well",3701,bit heavy handle overall job well,0.2732,positive
This ladder is compact and easy to carry around,3702,ladder compact easy carry around,0.4404,positive
good product,3703,good product,0.4404,positive
Not happy with the stability; it wobbles a bit,3704,not happy stability wobbles bit,-0.4585,negative
Very sturdy and feels safe to use. Highly recommended!,3705,sturdy feels safe use highly recommended,0.6115,positive
Very sturdy and feels safe to use. Highly recommended!,3706,sturdy feels safe use highly recommended,0.6115,positive
The ladder feels a bit shakyNot worth the price,3707,ladder feels bit shakynot worth price,0.2263,positive
The quality is excellent; I feel safe using it,3708,quality excellent feel safe using,0.765,positive
,3709,,,neutral
good,3710,good,0.4404,positive
,3711,,,neutral
Easy to fold and store. Perfect for my small space!,3712,easy fold store perfect small space,0.765,positive
This ladder is compact and easy to carry around,3713,ladder compact easy carry around,0.4404,positive
good product,3714,good product,0.4404,positive
"A bit heavy to handle, but overall it does the job well",3715,bit heavy handle overall job well,0.2732,positive
Sturdy and reliable,3716,sturdy reliable,0.0,neutral
good product,3717,good product,0.4404,positive
Very sturdy and feels safe to use. Highly recommended!,3718,sturdy feels safe use highly recommended,0.6115,positive
good,3719,good,0.4404,positive
The quality is excellent; I feel safe using it,3720,quality excellent feel safe using,0.765,positive
Not satisfied. Expected better build quality.,3721,not satisfied expected better build quality,-0.5773,negative
Not happy with the stability; it wobbles a bit,3722,not happy stability wobbles bit,-0.4585,negative
Very sturdy and feels safe to use. Highly recommended!,3723,sturdy feels safe use highly recommended,0.6115,positive
,3724,,,neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3725,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
Not happy with the stability; it wobbles a bit,3726,not happy stability wobbles bit,-0.4585,negative
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3727,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
The height is just right for cleaning and painting tasks,3728,height right cleaning painting tasks,0.0,neutral
This ladder is compact and easy to carry around,3729,ladder compact easy carry around,0.4404,positive
Very sturdy and feels safe to use. Highly recommended!,3730,sturdy feels safe use highly recommended,0.6115,positive
